,title,image_id,medium_display,style_title,artwork_type,category_title,artist_title
780,Maquette for Richard J. Daley Center Sculpture,6d377b31-7429-8d65-b6c4-51b6345e878a,Simulated and oxidized welded steel,Cubism,Sculpture,,Pablo Picasso
781,The Hare Hunters,329b85e4-2865-1281-feeb-5c0ab47e500e,Etching in black on ivory laid paper,,Print,,"Pieter Bruegel, the elder"
782,Portrait of D. H. Kahnweiler III,07d64afe-6d9c-e79b-ec2d-07fc62267315,Lithograph on ivory wove paper,Cubism,Print,,Pablo Picasso
783,"The Tavern: Young Catalan Fisherman Recounting His Life to an Old Bearded Fisherman, from the Suite Vollard",c87ca184-4f6c-b304-2efe-ab243a57235e,Etching on copper in black on parchment,Cubism,Print,,Pablo Picasso
784,Nessus and Deianira,8581ec89-6c8b-6370-f099-87b7044af767,"Graphite on tan wove paper, prepared with a white ground",Cubism,Drawing and Watercolor,,Pablo Picasso
785,Nude under a Pine Tree,b7b7ecd0-5a50-b89a-c72a-d435a1957c73,Oil on canvas,reclining,Painting,,Pablo Picasso
786,Picador and Bullfighter,1f651292-682c-0585-4a68-e055957730a1,Color linocut on ivory wove paper,Cubism,Print,,Pablo Picasso
787,Still Life with Glass Under the Lamp,9e89df22-5c86-fd6c-aa8f-77bb5737400b,"Linocut in yellow, red, green and black on cream wove paper",Cubism,Print,,Pablo Picasso
788,Glass Under Lamp,b67018de-b1e4-2ced-c970-b8a53f48b70b,Linoleum engraving on ivory wove paper,Cubism,Print,,Pablo Picasso
789,Jacqueline in Profile to the Right,2fc99267-dc5f-65ef-5710-34a4fa20d664,"Lithograph from a zinc plate, with scraping, in black on ivory wove paper",Cubism,Print,,Pablo Picasso
790,Games and Reading,ff10c22f-722f-aa87-e51d-d0ddedeb154c,Lithograph on ivory wove paper,Cubism,Print,,Pablo Picasso
791,The Sleeping Woman,748cabc4-8203-c1a7-0c63-1751c671dc1e,Lithograph on ivory wove paper,Cubism,Print,,Pablo Picasso
792,"On the Beach, I (Two Nude Women), from Quatre Lithographies",685e0ea5-440e-d030-2ac3-7858be680742,Lithograph in black on ivory wove paper,Cubism,Print,,Pablo Picasso
793,"Salomé, from The Saltimbanques",ce85dd9a-02c3-db17-cd38-89a5beea1207,Drypoint on copper in black on cream wove paper,Cubism,Print,,Pablo Picasso
794,Bust of a Woman,7bebd6bd-cb2f-5b56-98b6-f69252d87e6f,"Watercolor and gouache on cream laid paper, laid down on buff laid paper",Cubism,Drawing and Watercolor,,Pablo Picasso
795,Jester,0e0efe61-9f6f-ecf3-55ab-f75db52ad7ac,Bronze,,Sculpture,,Pablo Picasso
796,Portrait of Eugenia Errazuriz,22ec84ef-e485-ea0f-9deb-c7d1756cd850,"Graphite, with traces of erasing on off-white wove paper",Cubism,Drawing and Watercolor,,Pablo Picasso
797,"The Frugal Meal, from The Saltimbanques",68d3b2d3-facc-0cff-366f-3a1ce2158098,Etching on zinc in blue-green on ivory laid paper (discolored to cream),Cubism,Print,,Pablo Picasso
798,"The Three Bathers, III",298e7c23-814b-99af-2194-2cf649ce481d,Etching on zinc in black on ivory wove paper,Cubism,Print,,Pablo Picasso
799,"The Embrace III, from the Suite Vollard",a6625fd0-9e44-0ed0-008e-f72a4e4d06fb,Drypoint on copper in black on ivory laid paper,Cubism,Print,,Pablo Picasso
800,The Resurrection,7a0f6878-699d-446a-8754-7b01241cbb7b,Engraving in black on ivory laid paper,,Print,,"Pieter Bruegel, the elder"
801,At the Cabaret,2cc8ea1d-d509-6179-f099-956d81a2aa88,"Black, orange, and blue crayons on cream wove paper, discolored to buff",Cubism,Drawing and Watercolor,,Pablo Picasso
802,Study of a Seated Man,03cd270c-5ea3-1b59-0918-3d1b06bb51aa,"Black chalk on cream wove paper (discolored to brown), laid down on cream Japanese paper",Cubism,Drawing and Watercolor,,Pablo Picasso
803,Woman with Tambourine,7cf74a44-6030-b05a-64d9-06d5776a8b50,Aquatint and etching with scraping on copper in black on ivory wove paper,Cubism,Print,,Pablo Picasso
804,Half-Length Female Nude,77ecb291-d716-f898-b491-3192a96307c8,Oil on canvas,Rose Period,Painting,,Pablo Picasso
805,Peasant Girls from Andorra,6d46a679-dbce-8411-5953-1400b63b311f,"Pen and brown inks, over traces of charcoal, on cream laid paper (discolored to buff)",Cubism,Drawing and Watercolor,,Pablo Picasso
806,Still Life with Bottle of Marc,0e49f8b0-6ae2-2d8d-9b44-2e86f7b0002a,Drypoint on copper in black on ivory laid paper,Cubism,Print,,Pablo Picasso
807,"Head of a Woman, Three-Quarter-Face",1ad1129f-7a8a-4e8b-9300-d361267275e8,Lithograph on ivory wove paper,Cubism,Print,,Pablo Picasso
808,Portrait of Jacqueline,bff54415-fd10-b8e0-8e16-a1a31dbff8c8,"Lithograph in black, brown and blue on ivory laid paper",Cubism,Print,,Pablo Picasso
809,"Minotaur Caressing Sleeping Woman, from the Suite Vollard",24b2375e-1fb3-bfb1-25c3-6709f148043d,Drypoint on copper in black on off-white laid paper,Cubism,Print,,Pablo Picasso
810,The Red Armchair,c617e2f0-d5fe-0772-390e-6d8c83895815,Oil and Ripolin on panel,Cubism,Painting,,Pablo Picasso
811,Flowers in a Vase,099745fa-4363-b2ce-218a-1052f48bdebd,Bronze,,Sculpture,,Pablo Picasso
812,Bust with Star Background,b668b6ce-d308-2c24-b8a4-911c9a421fd9,Lithograph in black on ivory wove paper,Cubism,Print,,Pablo Picasso
813,Variation on the Theme of Las Meninas: Visitors to the Studio,e3e0fcc4-6be2-775c-cd81-ea114bf8a515,"Aquatint and sugar lift etching, with scraping, on copper in black on ivory wove paper",Cubism,Print,,Pablo Picasso
814,Helmet Mask (Lipiko),720a45bc-2f0c-bb3d-54e6-3ca707b45eef,"Wood, pigment, and human hair",makonde,Mask,,Makonde
815,Wild Flowers,08e876be-7269-a036-21af-7fbdc17554d0,Lithograph and watercolor on wove paper,,Print,,Grant Wood
816,Tame Flowers,b8557440-d09c-4be4-b899-a00f2299953a,Lithograph and watercolor on wove paper,,Print,,Grant Wood
817,Vegetables,43d90aa7-87df-9bd1-7d1d-6118a2b1bfb6,Lithograph and watercolor on wove paper,,Print,,Grant Wood
818,Fruits,394ff5d7-22a6-7347-0d3a-3548a3caee93,Lithograph and watercolor on wove paper,,Print,,Grant Wood
819,Honorary Degree,a37b459e-2f15-2d4c-8dc2-0f12ce6b19ca,Lithograph in black on cream wove paper,,Print,,Grant Wood
820,Approaching Storm,3cad3b1b-7f8f-b518-4784-1512dfde3f5d,Lithograph in black on ivory wove paper,,Print,,Grant Wood
821,March,5855aa51-fd1f-53eb-18bd-336963ba20d6,Lithograph in black on ivory wove paper,,Print,,Grant Wood
822,February,4731498a-3a4c-9207-dbe9-9363732ee214,Lithograph in black on ivory wove paper,,Print,,Grant Wood
823,Shrine Quartet,c9a8524b-37ee-ec77-8407-92829bf22814,Lithograph in black on ivory wove paper,,Print,,Grant Wood
824,Tree Planting Group,a3b4dc7d-7d25-c17d-55e3-7f01fbf7c0dd,Lithograph in black on ivory wove paper,,Print,,Grant Wood
825,Seed Time and Harvest,2f8d2d06-9dc8-c8ef-582d-7755b947eab0,Lithograph in black on ivory wove paper,,Print,,Grant Wood
826,January,e7f33a6c-eef5-8987-00b1-17ec51e0b774,Lithograph in black on ivory wove paper,,Print,,Grant Wood
827,Sultry Night,e4425f93-dcf4-6809-072f-6d7d63ef0b31,Lithograph in black on ivory wove paper,,Print,,Grant Wood
828,January,0b54c226-da71-d825-636b-adbd77f0fa25,"Charcoal, smudging and erasure, and white Conté crayon on tan paperboard",,Drawing and Watercolor,,Grant Wood
829,Loch Vale,81bcd428-6d79-c3b5-703d-b4695127b958,Oil on canvas,,Painting,,Grant Wood
830,Untitled,16968629-f8bc-37e0-7eb3-51e5f71b77cd,Chromogenic print,,Photograph,,Svetlana Kopystiansky
831,Water-Lily Vessel,be652828-cb7d-f563-ec91-576b7b17d477,Ceramic and pigment,maya,Vessel,,Ah Maxam
832,Fertility,1798f46c-9597-bc0f-fdcf-08c5bd59cc87,Lithograph on ivory wove paper,,Print,,Grant Wood
833,The Pump,d8520607-d8de-4bb2-3c9e-25cc4f7926f0,"Black crayon, with touches of graphite, on cream wove card",,Drawing and Watercolor,,Grant Wood
834,July Fifteenth,0ee36c58-4da5-fe04-b2fe-9a9aa8852496,Lithograph on cream wove paper,,Print,,Grant Wood
835,Midnight Alarm,b5f08a04-282a-440b-cfa6-7a6a848a7b71,Lithograph on white wove paper,,Print,,Grant Wood
836,December Afternoon,c1b8c878-3004-d0ad-032a-0e5b1c00322d,Lithograph on ivory wove paper,,Print,,Grant Wood
837,Vessel of the Dancing Lords,19d671b4-1dda-df36-f76b-b8d1cf800261,Ceramic and pigment,maya,Vessel,,Ah Maxam
838,Portrait of Second Lieutenant Wayne McMillen,73c6076c-1c24-7fc9-a988-bf8815e4d711,"Graphite, heightened with traces of white gouache, on tan tracing paper, laid down on cream board",,Drawing and Watercolor,,Grant Wood
839,In the Spring,ae77518a-fad7-8f21-977c-2aabf2d6edb2,Lithograph on ivory wove paper,,Print,,Grant Wood
840,Family Doctor,6bcb5ff7-21ca-ff8f-6522-04210fbe373c,Lithograph on off-white wove paper,,Print,,Grant Wood
841,American Gothic,b272df73-a965-ac37-4172-be4e99483637,Oil on Beaver Board,Realism,Painting,,Grant Wood
842,Night Flight,b12973e7-daee-8dd3-169c-0f18ab5c35d7,Chiaroscuro wood engraving in black and bluish gray on white wove paper,,Print,,Rockwell Kent
843,Untitled,12ee6097-4764-ad45-a470-b8bf714fe83e,Chromogenic print,,Photograph,,Igor Kopystiansky
844,Deer Season (Furnishing Fabric),7340e59a-67a4-b601-b5ea-ec54e8c8080b,"Cotton and rayon, plain weave self patterned by main warps and ground weft floats; roller printed",Modernism,Textile,,Rockwell Kent
845,Harvest Time (Fragment),e2d1d50b-d2dd-e4ca-1e6e-ff61228ab97a,"Cotton and rayon, float weave; photomechanically-etched roller printed",Modernism,Textile,,Rockwell Kent
846,Deer Season (Fragment),f326f83b-694d-a105-5de2-b8c0e6692d4c,"Cotton and rayon, float weave; photomechanically-etched roller printed",Modernism,Textile,,Rockwell Kent
847,Susanna,1d57b839-1804-90e5-fe16-ced4b7dc3ec0,Lithograph transfer on zinc on ivory wove paper,,Print,,Rockwell Kent
848,Self-Portrait,2e9f60f1-cc67-b1d7-d520-1936b3c4be8d,Lithograph in black on ivory wove paper,,Print,,Rockwell Kent
849,Greenland Courtship,89592a85-cdf7-7e70-5b27-492fa12c6190,Lithograph on white wove paper,,Print,,Rockwell Kent
850,The End,bbeea879-a458-96e7-ce6e-d095264b46bc,Wood engraving on cream wove paper,,Print,,Rockwell Kent
851,Forest Pool,094a9b4c-7423-6ef5-b578-8a8bfdf85d67,Wood engraving on cream wove paper,,Print,,Rockwell Kent
852,The Imperishable,,Engraving on zinc on cream wove paper,,Print,,Rockwell Kent
853,The Precipice,79d0a1e9-c426-ee26-e12e-95fc64193926,Wood engraving on cream wove paper,,Print,,Rockwell Kent
854,Alaska,af58a797-da9b-fc47-4ee0-1e493b25d18d,Oil on canvas,Modernism,Painting,,Rockwell Kent
855,Blue Bird,f75e7c4c-bb20-d0c2-2a7b-99441bc910cf,Wood engraving on cream wove paper,,Print,,Rockwell Kent
856,Still the Breath Divine does Move/ And the Breath Divine is Love,5b4ed994-1c74-38b8-70b4-b25bfc1a5b08,Wood engraving on cream wove paper,,Print,,Rockwell Kent
857,Angel - Greetings from the House of Weyhe MCMXXVI,0f9db185-1006-f2eb-d945-30bf1b2f94ef,Wood engraving on cream wove paper,,Print,,Rockwell Kent
858,Portrait of Me (Improved),f9d63d02-66db-0674-1885-9ba717019208,"Pen and brush and black ink on ivory wove paper, laid down on ivory wood pulp laminate board",,Drawing and Watercolor,,Rockwell Kent
859,Running Water,af7e1375-0aac-a2e3-3623-307b66c80412,"Brush and black ink, with scraping, over graphite, on ivory wood pulp laminate card",,Drawing and Watercolor,,Rockwell Kent
860,"Mount Equinox, Winter",3c9eff28-3289-f650-a019-7df9db9d286c,Oil on canvas,Modernism,Painting,,Rockwell Kent
861,Derrière le miroir (no. 14–15),80221758-c745-5a94-89ad-ef1ab66f2a97,8 lithographs,20th Century,Book,,Joan Miró
862,Composition with Foot,2a788aa1-b63b-ac61-00d6-718472d0689b,"Black chalk, over graphite, on cream wove paper",,Drawing and Watercolor,,Joan Miró
863,"Portfolio Cover, from Constellations",08eeacc6-d5be-cd27-6ada-107eeda8ff8b,Lithograph on paper,,Print,,Joan Miró
864,The Anti-Head: The Despairing One (L’Antitête: Le Désespéranto),,"Book with eight color etchings, with letterpress in black, on ivory laid paper, in box",,Book,,Joan Miró
865,Speaking Alone (Parler Seul),,"Book with seventy-two color lithographs, with collage, on cream wove paper, in slipcase",,Book,,Joan Miró
866,Foolproof (A Toute Épreuve),,"Book with eighty color woodcuts, with collage, on ivory wove paper, in slipcase",,Book,,Joan Miró
867,Untitled,41eb2f7e-14f6-4625-16b1-1e16e6c62e73,"Collage of cut and pasted papers (including flocked paper), and black Conté crayon, with touches of white gouache, pen and black ink, and traces of graphite, on cream wove paper",,Drawing and Watercolor,,Joan Miró
868,"Plate Six, from Black and Red Series",18a82f83-6930-2766-2b98-221ac66cebfa,"Etching, from two plates, in black and red on ivory wove paper",,Print,,Joan Miró
869,Untitled,d3db00ff-2102-29d4-6919-8912974cb7d7,"Etching with pochoir, in black, blue, red, green, and yellow, on ivory wove paper",,Print,,Joan Miró
870,Untitled,794cb93b-03e8-4188-89ef-2b32b27b2702,"Etching with pochoir, in black, yellow, green, red, and blue, on ivory wove paper",,Print,,Joan Miró
871,Untitled,a473a996-73ec-d26a-904b-2889f95e9b57,"Etching with pochoir, in black, blue, red, and yellow, on ivory wove paper",,Print,,Joan Miró
872,The Oar and the Wheel,69d16e5d-bcff-36b6-8061-f10e210cff32,"Color lithograph in blue, green, brown, red, and yellow on cream wove paper",,Print,,Joan Miró
873,Portrait of Miró,2d1743bf-821e-82a3-6684-86f9f7fc5265,Etching and drypoint on white wove paper,,Print,,Joan Miró
874,Group of Personages,aa619280-193f-781b-bb97-1db5a77e8f5a,"Watercolor and black crayon, with touches of gouache, over graphite, on cream wove paper",,Drawing and Watercolor,,Joan Miró
875,Study,4e439f84-a804-0dba-ef7d-4b25f4039e80,Black crayon on cream laid paper (fixed),,Drawing and Watercolor,,Joan Miró
876,"Personage, Animals, Mountains",717f2518-c17f-c301-1f61-f33ac45739c9,"Tempera on cream wove paper, laid down on thick millboard support",,Drawing and Watercolor,,Joan Miró
877,Night Birds,de83846d-3d15-b236-20f9-a7684ab37ce4,"Gouache and graphite, with scraping, on tan wove paper",,Drawing and Watercolor,,Joan Miró
878,Configuration,dccaef22-6893-3325-16d7-2901a3ace714,Color etching on white wove paper,,Print,,Joan Miró
879,Two Personages in Love with a Woman,a3eb2691-7469-0925-1649-8a22a6600c7a,Oil on copper,,Painting,,Joan Miró
880,"Untitled, plate one from Album 13",469540fe-b5ca-9908-97b4-a4bc708594b6,Lithograph in black on tan wove paper,,Print,,Joan Miró
881,Untitled,a6fd2a65-4294-4250-133f-67a697876d3a,"Brush and black ink, and pastel on off-white laid paper",,Drawing and Watercolor,,Joan Miró
882,Painting (The Circus Horse),5d3eec02-5b6f-1954-c6f1-63c159415cd5,Oil and tempera on canvas,,Painting,,Joan Miró
883,Woman,5b8113f6-1edf-9f60-fa08-86955fa501a0,"Pastel, charcoal, and graphite, with smudging and scraping, on tan wove paper; mounted along edges to a wood stretcher",,Drawing and Watercolor,,Joan Miró
884,Viticulture,813145b2-e3b6-a28f-2e36-b2116b4cb90a,"Black crayon and watercolor, with graphite and incising, on cream wove paper",,Drawing and Watercolor,,Joan Miró
885,Standing Woman,a1bfab10-acb0-f786-7864-cefb6718e246,"Oil and oil wash, with charcoal, on cream wove paper; mounted along edges to a wood stretcher",,Drawing and Watercolor,,Joan Miró
886,Drawing - Collage,671a498f-8ea6-44b2-f74d-56239351f5e4,"Collage composed of cut-and-pasted, commercially printed papers, postcards, and sandpaper, with graphite and black crayon, on tan wove paper",,Drawing and Watercolor,,Joan Miró
887,Untitled (Head),f9e76d00-a4f0-cafd-d2d0-8c7a49ea94fd,"Glazed and fired ceramic, and iron",,Sculpture,,Joan Miró
888,"People, Birds, and Stars",835a0791-db2c-2330-b926-858500b43668,"Black crayon, and charcoal with stumping, with touches of gouache, on ivory wove paper",,Drawing and Watercolor,,Joan Miró
889,The Policeman,10dd1877-fbdd-5a2d-adf9-b62b24c89ba9,Oil on canvas,Modernism,Painting,,Joan Miró
890,Personnages Dane un Jardin,4e7bd129-7996-80d5-931a-965f53ccd855,Color lithograph on white wove paper,,Print,,Joan Miró
891,Exhibition Poster,79d2b7b6-a1fb-996e-6c6f-0769d9adfb50,Color lithograph on white wove paper,,Print,,Joan Miró
892,La Main,579be4c3-b42c-a7ad-9ea7-ca180e6eb5a9,Soft ground etching and aquatint in color on ivory wove paper,,Print,,Joan Miró
893,Composition,c952aec5-9274-717c-818c-5669b2f0e913,Color aquatint on white wove paper,,Print,,Joan Miró
894,Composition from Série III,8eccf6ef-7061-dee2-3fca-4df8ef83fe39,Color aquatint on white wove paper,,Print,,Joan Miró
895,The Two Philosophers,85ddc062-0cc4-431f-679b-b9a139fba241,Oil on copper,,Painting,,Joan Miró
896,Figure,5faa1c97-1e8d-b3b8-8aa9-208aab44e9f0,Oil on panel,,Painting,,Joan Miró
897,"Plate seven, from Black and Red Series",32ea8c8c-b625-7b2f-966c-18e5fbbabb40,"Color etching, printed from two plates, on ivory wove paper",,Print,,Joan Miró
898,The Philosophers I,f10028bd-a937-a916-7886-3b678836bffa,Etching and aquatint in black on white wove paper,,Print,,Joan Miró
899,"Maquette for ""Miró's Chicago""",af44f20b-90b9-8aa7-4898-34151e18bce9,Plaster,,Sculpture,,Joan Miró
900,"Untitled, plate nine from The Barcelona Series",a975f120-6021-1474-76d5-036d1aa7346e,Lithograph in black on ivory wove paper,,Print,,Joan Miró
901,Pienture=Poésie,5aa9672f-10c0-c295-2d76-1180db03a830,Color lithograph on white wove paper,,Print,,Joan Miró
902,Composition,0ab58157-27bf-a9ea-9f91-73c952ee4e4a,Etching and aquatint inked a la poupée on ivory wove paper,,Print,,Joan Miró
903,Personnages on Black Ground,a09d9423-4149-4d42-0710-b430749e0c9c,Color lithograph on ivory wove paper,,Print,,Joan Miró
904,Composition with Figures,cb3ae379-2d3a-ba27-22db-4946ef436ee8,"Watercolor and brush and black ink, over graphite, on white wove paper",,Drawing and Watercolor,,Joan Miró
905,Ciphers and Constellations in Love with a Woman,1c3dbd1c-5134-0b3c-a414-1a6af4078309,"Opaque watercolor with watercolor washes on ivory, rough textured wove paper",,Drawing and Watercolor,,Joan Miró
906,Painting (Figures with Stars),7bd4542d-3e84-e21a-d259-8d22e20bee0a,Oil on canvas,,Painting,,Joan Miró
907,Painting,f2fc8911-5008-d7e5-3399-c32785e7a790,"Oil, gravel, pebbles, and sand on Masonite",,Painting,,Joan Miró
908,The Little Stringbean,b84d93ef-bc47-fbb9-2389-8ca9531a1da9,Color lithograph on white wove paper,,Print,,Joan Miró
909,Woman and Birds in Front of the Sun,dffed9fe-527f-ce41-f0c6-a4247a267dcc,"Pen and brush and black ink, watercolor and gouache, with wiping and scraping, and touches of pastel, on cream wove paper, laid down",,Drawing and Watercolor,,Joan Miró
910,Configuration,fb27cd99-570d-1f09-db8c-b1bbc2897d57,Etching in black and orange on white wove paper,,Print,,Joan Miró
911,The Empress,91d05634-e31d-475f-26b5-92f47b6b6107,Lithograph on cream wove paper,,Print,,Joan Miró
912,"Solar Bird, Lunar Bird, Sparks",da2e70bd-1636-6ee3-481d-20c7b693caf6,Lithograph on ivory wove paper,,Print,,Joan Miró
913,"Portfolio Box, from Constellations",136162bb-ba92-61a2-91e1-608226d1f9ac,Portfolio box,,Print,,Joan Miró
914,"Untitled, plate one from Barcelona Series",d3e202a5-9727-06a9-951f-aef5405ab02c,Lithograph on ivory wove paper,,Print,,Joan Miró
915,Daphnis and Chloe,16352edb-08e4-aede-c6e6-593c2b6cbd4b,Etching in black on ivory wove paper,,Print,,Joan Miró
916,"42, Rue Blomet",382b7234-d877-b0ae-cb13-c5c04f1a2c65,Color lithograph on white wove paper,,Print,,Joan Miró
917,The Kerosene Lamp,4c439895-9428-4569-1aec-1e0f07649ddc,"Charcoal, with red Conté and colored crayons, touches of graphite, and scraping, heightened with white oil paint, on canvas prepared with a glue ground",,Drawing and Watercolor,,Joan Miró
